hash,anchor time
64e94f5f293bd786f5c0de1425cb6f42,0.7836734693877551
ab9a844df9739e6fbfdccd289e91154f,0.7836734693877551
151f662b305fde581aed5275997bec66,0.7836734693877551
4d30a81a8e679e457f0808dd04e99c93,0.7836734693877551
3037eba46fd2a24230a0d8046c156b75,0.7836734693877551
021321f3add6b38fc556d69b7b39248c,0.7836734693877551
b62508f810ff6331c6603b29d90b70f6,0.7836734693877551
343b21a9259f8eb401a2f93dd24cf301,0.7836734693877551
b615febff1347c1fdcd088b130c92733,1.3728798185941042
18734503284d59129a0ed8629dc3cf5b,1.3728798185941042
1e7149a9673a7cd6bdcd4783846ef9c2,1.3728798185941042
d935fa6831e43cfbcc565f9d131e0407,1.3728798185941042
a9bd892e997b0f4be0e78f1ac9d82414,1.3728798185941042
9c6de237415f735c8036e54c11bef446,1.3728798185941042
0becebcae20c27f5259c890f45d7fe95,1.3728798185941042
4c53240227a6f3631f0cfdab63d18236,2.4090702947845806
1d9519f44fe937da657babd196a90952,2.4090702947845806
9bb3a35067df930bf279510c2b912031,2.4090702947845806
1c13db26a2c2838d7fbf5567e9339776,2.4090702947845806
a800d6449d2b7fd392954e238419c942,2.4090702947845806
195bbfd45b2ac7e725cf6fc8e50c3d1b,2.4090702947845806
b8caf23a0c4ed115535f2987937acea3,2.4090702947845806
00f8093980ccbeadc1d28c48beeb1d18,3.0592290249433107
7266f1889eeedd43d9f914e81c6e258e,3.0592290249433107
f1614576ff47b1860f9be0603ea08fb3,3.0592290249433107
3c6344a1865c5f024ddcd93ba5d55246,3.0592290249433107
58100b1ca5879ec7e6d9dd8c14f15d6e,3.0592290249433107
e6e76264b26700b4bf941b97caf45dce,3.0592290249433107
01036728055cf5657f2eb12e19d3bb13,3.9938321995464854
6f976679bcc5581b206e4628b4f5c315,3.9938321995464854
a0121572cdbc59757127efd70caf46c3,3.9938321995464854
2add2b45ffce95a1f9ad4b962940f764,3.9938321995464854
5ad9f3a8aa54aea66478c1f91d163c36,3.9938321995464854
6453eefc77b29ef10bf6f3a9bd566d55,4.96907029478458
752c998c2f6b6966352e626380f2b5b0,4.96907029478458
29dc59a87ee6114705a98d42553c3e37,4.96907029478458
a5ff18ff2f08f02bbf137e6e9d5c48c5,4.96907029478458
b3cf690a625eea13fc538f9df4e87282,5.477006802721088
61f67a3991c29175dafc4abbb220632d,5.477006802721088
13253d166af2bf1ef90735bb6826f7fa,5.477006802721088
ce542d26277409b0a601a9813ec2b6f4,10.576689342403627
a4a5f77c4c631a92bdd4feb9b1f5ae7a,6.431927437641724
d0fa87635080189efe20388a280e85db,6.431927437641724
50d5f2d34d8b9e802750a27efa236683,4.0141496598639455
19567f2b579b32b888c7ced4fd04f26c,4.0141496598639455
d4eca2ef88d18a51c2933087ee0aa751,5.375419501133787
712587ae6ff77bcfbfc80f1cee8ba1e3,2.5106575963718822
bf331e230e98b4400203cfb477d7fc98,2.5106575963718822
31aa4fa211398519911b11c45d9fce4d,6.614784580498866
7bbf9b1f15c9b0906b875f6920a66195,0.03192743764172336
98daf387302e5204e16e3ea30c2bdc3e,0.03192743764172336
2e96b28ffcc2e676fd8de1172ddd5100,0.03192743764172336
8f8751017a77d29b57189b208a0f93b7,0.03192743764172336
73e8d1b34e5391e91c18ecc76b84e526,3.6281179138321997
74483390b4affd506d50f7a7ea61744f,3.6281179138321997
93071825d109708292de4b174b5559f7,3.6281179138321997
834744c1283f7424c3c1b0a71f7008ec,4.217324263038549
47a2e409f27bebde90d40d5ae406acd5,5.314467120181406
f7c172028940ca03ac102da1238ffd40,2.4700226757369617
9cc2074278ebe49105d29934ab477736,2.4700226757369617
5b6a66cd32e1bd3354ad6c9bef3b43e3,4.156371882086168
3ff7d9c3b6307a790d6c8c8dbe32708f,4.156371882086168
dd4c5d9bdb798286b09eb6560c568a0f,3.5874829931972787
042d6993299ee1a451b6ee885329cb62,3.5874829931972787
d88a3dc3ced9e82d224372b69b2cfc67,3.5874829931972787
d758ed63d7a0f0f2bbb26de472f4bcc6,3.5874829931972787
786997116806eba6db158697f8d97c6d,10.373514739229025
3eacfbf8a09a20a258a4ba232c2ad668,0.011609977324263039
63ecd90bffbfa46fbe13a38244984a70,0.011609977324263039
74dfe0944ab7f2dd742f71792be5289a,0.011609977324263039
1ef1a31107265724785a5a58df99d952,5.314467120181406
ac38278018d1ec754896e086831d6fd3,5.314467120181406
4d9878d48aee2180fe4cc6e7c9c77495,7.325895691609977
900fa44d6192806a097996b73f383a38,10.00780045351474
901e157368027dbd7652f3ce2dd06232,2.3481179138321995
a5c8b42b9daa4e19a16165b78e652225,2.3481179138321995
337123e684271a4fda2d3724461a4a8a,2.3481179138321995
dac50b332bd247bd0f4a652f1ff8c91a,6.20843537414966
e1256b2f9b6abbd0cdd3ab8db8aa58f1,4.156371882086168
